hc,Station Number,Year,Month,Day,Hour,Minute in Local Time,Year,Month,Day,Hour,Minute in Local Standard Time,Precipitation in mm,Quality of precipitation,Air temperature in Degrees C,Quality of air temperature,Relative humidity in percentage %,Quality of relative humidity,Wind speed measured in km/h,Quality of wind speed,Wind direction measured in degrees,Quality of wind direction,Mean sea level pressure in hPa,Quality of mean sea level pressure,Total cloud amount in eighths,Quality of total cloud amount,#
hc,  9887,1999,04,25,12,00,1999,04,25,12,00,      , , 20.7,Y, 51,Y, 11.2,Y,100.0,Y,1022.1,Y, , ,#
hc,  9887,1999,04,25,15,00,1999,04,25,15,00,      , , 21.7,Y, 43,Y, 11.2,Y,120.0,Y,1020.3,Y, , ,#
hc,  9887,1999,04,25,18,00,1999,04,25,18,00,      , , 18.7,Y, 52,Y,  7.6,Y,130.0,Y,1020.8,Y, , ,#
hc,  9887,1999,04,25,21,00,1999,04,25,21,00,      , , 15.8,Y, 62,Y,  9.4,Y,140.0,Y,1022.4,Y, , ,#
hc,  9887,1999,04,26,00,00,1999,04,26,00,00,      , , 15.3,Y, 70,Y, 11.2,Y,110.0,Y,1022.7,Y, , ,#
hc,  9887,1999,04,26,03,00,1999,04,26,03,00,      , , 13.8,Y, 77,Y, 13.0,Y,110.0,Y,1022.4,Y, , ,#
hc,  9887,1999,04,26,06,00,1999,04,26,06,00,      , , 12.4,Y, 83,Y, 11.2,Y,110.0,Y,1022.7,Y, , ,#
hc,  9887,1999,04,26,09,00,1999,04,26,09,00,      , , 17.3,Y, 68,Y, 14.8,Y,100.0,Y,1023.6,Y, , ,#
hc,  9887,1999,04,26,12,00,1999,04,26,12,00,      , , 23.7,Y, 44,Y,  9.4,Y,110.0,Y,1021.8,Y, , ,#
hc,  9887,1999,04,26,15,00,1999,04,26,15,00,      , , 25.0,Y, 36,Y,  3.6,Y,190.0,Y,1020.3,Y, , ,#
hc,  9887,1999,04,26,18,00,1999,04,26,18,00,      , , 19.1,Y, 62,Y, 11.2,Y,190.0,Y,1021.0,Y, , ,#
hc,  9887,1999,04,26,21,00,1999,04,26,21,00,      , , 16.2,Y, 72,Y,  9.4,Y,150.0,Y,1021.7,Y, , ,#
hc,  9887,1999,04,27,00,00,1999,04,27,00,00,      , , 12.5,Y, 80,Y,  5.4,Y,130.0,Y,1021.8,Y, , ,#
hc,  9887,1999,04,27,03,00,1999,04,27,03,00,      , , 10.0,Y, 89,Y,  9.4,Y,110.0,Y,1021.7,Y, , ,#
hc,  9887,1999,04,27,06,00,1999,04,27,06,00,      , ,  8.8,Y, 94,Y, 13.0,Y,100.0,Y,1022.7,Y, , ,#
hc,  9887,1999,04,27,09,00,1999,04,27,09,00,      , , 18.1,Y, 61,Y,  9.4,Y,100.0,Y,1023.8,Y, , ,#
hc,  9887,1999,04,27,12,00,1999,04,27,12,00,      , , 24.3,Y, 33,Y,  7.6,Y,130.0,Y,1022.9,Y, , ,#
hc,  9887,1999,04,27,15,00,1999,04,27,15,00,      , , 23.9,Y, 41,Y, 18.4,Y,210.0,Y,1022.0,Y, , ,#
hc,  9887,1999,04,27,18,00,1999,04,27,18,00,      , , 19.7,Y, 62,Y, 11.2,Y,190.0,Y,1023.0,Y, , ,#
hc,  9887,1999,04,27,21,00,1999,04,27,21,00,      , , 15.9,Y, 72,Y,  5.4,Y,140.0,Y,1024.3,Y, , ,#
hc,  9887,1999,04,28,00,00,1999,04,28,00,00,      , , 14.1,Y, 78,Y,  7.6,Y,130.0,Y,1024.3,Y, , ,#
hc,  9887,1999,04,28,03,00,1999,04,28,03,00,      , , 14.2,Y, 82,Y,  9.4,Y,120.0,Y,1024.3,Y, , ,#
hc,  9887,1999,04,28,06,00,1999,04,28,06,00,      , , 12.2,Y, 90,Y,  9.4,Y,140.0,Y,1025.7,Y, , ,#
hc,  9887,1999,04,28,09,00,1999,04,28,09,00,      , , 17.8,Y, 74,Y, 13.0,Y,110.0,Y,1026.6,Y, , ,#
hc,  9887,1999,04,28,12,00,1999,04,28,12,00,      , , 23.6,Y, 50,Y,  5.4,Y,130.0,Y,1025.9,Y, , ,#
hc,  9887,1999,04,28,15,00,1999,04,28,15,00,      , , 24.2,Y, 50,Y, 14.8,Y,220.0,Y,1024.4,Y, , ,#
hc,  9887,1999,04,28,18,00,1999,04,28,18,00,      , , 19.7,Y, 72,Y, 11.2,Y,190.0,Y,1024.9,Y, , ,#
hc,  9887,1999,04,28,21,00,1999,04,28,21,00,      , , 16.8,Y, 77,Y, 13.0,Y,150.0,Y,1026.0,Y, , ,#
hc,  9887,1999,04,29,00,00,1999,04,29,00,00,      , , 13.3,Y, 81,Y,  7.6,Y,120.0,Y,1025.4,Y, , ,#
hc,  9887,1999,04,29,03,00,1999,04,29,03,00,      , , 13.2,Y, 75,Y, 13.0,Y, 90.0,Y,1025.4,Y, , ,#
hc,  9887,1999,04,29,06,00,1999,04,29,06,00,      , , 12.2,Y, 83,Y, 11.2,Y,100.0,Y,1026.0,Y, , ,#
hc,  9887,1999,04,29,09,00,1999,04,29,09,00,      , , 17.9,Y, 68,Y, 11.2,Y,100.0,Y,1027.1,Y, , ,#
hc,  9887,1999,04,29,12,00,1999,04,29,12,00,      , , 24.2,Y, 37,Y,  9.4,Y, 20.0,Y,1025.0,Y, , ,#
hc,  9887,1999,04,29,15,00,1999,04,29,15,00,      , , 23.8,Y, 38,Y, 16.6,Y,270.0,Y,1023.3,Y, , ,#
hc,  9887,1999,04,29,18,00,1999,04,29,18,00,      , , 19.4,Y, 58,Y,  7.6,Y,170.0,Y,1023.1,Y, , ,#
hc,  9887,1999,04,29,21,00,1999,04,29,21,00,      , , 14.7,Y, 73,Y,  7.6,Y,130.0,Y,1024.3,Y, , ,#
hc,  9887,1999,04,30,00,00,1999,04,30,00,00,      , , 11.4,Y, 85,Y, 11.2,Y,120.0,Y,1023.4,Y, , ,#
hc,  9887,1999,04,30,03,00,1999,04,30,03,00,      , , 11.9,Y, 79,Y,  0.0,Y,  0.0,Y,1023.1,Y, , ,#
hc,  9887,1999,04,30,06,00,1999,04,30,06,00,      , , 12.1,Y, 77,Y,  7.6,Y, 70.0,Y,1022.5,Y, , ,#
hc,  9887,1999,04,30,09,00,1999,04,30,09,00,      , , 18.2,Y, 61,Y,  7.6,Y, 60.0,Y,1023.6,Y, , ,#
hc,  9887,1999,04,30,12,00,1999,04,30,12,00,      , , 23.4,Y, 47,Y, 18.4,Y,330.0,Y,1022.2,Y, , ,#
hc,  9887,1999,04,30,15,00,1999,04,30,15,00,      , , 25.0,Y, 49,Y, 16.6,Y,320.0,Y,1020.2,Y, , ,#
hc,  9887,1999,04,30,18,00,1999,04,30,18,00,      , , 21.0,Y, 60,Y,  7.6,Y,280.0,Y,1019.6,Y, , ,#
hc,  9887,1999,04,30,21,00,1999,04,30,21,00,      , , 16.2,Y, 76,Y,  9.4,Y, 80.0,Y,1020.1,Y, , ,#
hc,  9887,1999,05,01,00,00,1999,05,01,00,00,      , , 14.0,Y, 79,Y,  9.4,Y, 70.0,Y,1018.8,Y, , ,#
hc,  9887,1999,05,01,03,00,1999,05,01,03,00,      , , 13.3,Y, 80,Y,  9.4,Y, 70.0,Y,1017.3,Y, , ,#
hc,  9887,1999,05,01,06,00,1999,05,01,06,00,      , , 12.9,Y, 75,Y,  9.4,Y,350.0,Y,1016.3,Y, , ,#
hc,  9887,1999,05,01,09,00,1999,05,01,09,00,      , , 19.9,Y, 54,Y, 14.8,Y, 10.0,Y,1016.6,Y, , ,#
hc,  9887,1999,05,01,12,00,1999,05,01,12,00,      , , 24.0,Y, 63,Y, 24.1,Y,340.0,Y,1014.9,Y, , ,#
hc,  9887,1999,05,01,15,00,1999,05,01,15,00,      , , 24.2,Y, 52,Y, 25.9,Y,300.0,Y,1014.1,Y, , ,#
hc,  9887,1999,05,01,18,00,1999,05,01,18,00,      , , 22.7,Y, 59,Y, 27.7,Y,300.0,Y,1014.3,Y, , ,#
hc,  9887,1999,05,01,21,00,1999,05,01,21,00,      , , 21.6,Y, 75,Y, 25.9,Y,290.0,Y,1014.9,Y, , ,#
hc,  9887,1999,05,02,00,00,1999,05,02,00,00,      , , 21.7,Y, 76,Y, 24.1,Y,290.0,Y,1014.4,Y, , ,#
hc,  9887,1999,05,02,03,00,1999,05,02,03,00,   0.6,Y, 19.5,Y, 93,Y, 13.0,Y,260.0,Y,1014.5,Y, , ,#
hc,  9887,1999,05,02,09,00,1999,05,02,09,00,      , , 21.5,Y, 74,Y, 14.8,Y,250.0,Y,1017.2,Y, , ,#
hc,  9887,1999,05,02,12,00,1999,05,02,12,00,   0.4,Y, 24.4,Y, 58,Y, 18.4,Y,280.0,Y,1017.1,Y, , ,#
hc,  9887,1999,05,02,15,00,1999,05,02,15,00,      , , 23.1,Y, 68,Y, 18.4,Y,260.0,Y,1016.6,Y, , ,#
hc,  9887,1999,05,02,18,00,1999,05,02,18,00,      , , 19.9,Y, 86,Y,  9.4,Y,220.0,Y,1017.3,Y, , ,#
hc,  9887,1999,05,02,21,00,1999,05,02,21,00,      , , 17.5,Y, 98,Y,  7.6,Y, 40.0,Y,1018.2,Y, , ,#
hc,  9887,1999,05,03,00,00,1999,05,03,00,00,   0.4,Y, 16.9,Y,100,Y,  5.4,Y,110.0,Y,1018.0,Y, , ,#
hc,  9887,1999,05,03,03,00,1999,05,03,03,00,      , , 15.5,Y,100,Y,  7.6,Y, 80.0,Y,1017.6,Y, , ,#
hc,  9887,1999,05,03,06,00,1999,05,03,06,00,   0.6,Y, 16.0,Y,100,Y,  7.6,Y, 50.0,Y,1018.4,Y, , ,#
hc,  9887,1999,05,03,09,00,1999,05,03,09,00,   2.0,Y, 17.2,Y,100,Y,  9.4,Y, 50.0,Y,1019.6,Y, , ,#
hc,  9887,1999,05,03,12,00,1999,05,03,12,00,   0.6,Y, 20.6,Y, 90,Y,  7.6,Y, 70.0,Y,1019.0,Y, , ,#
hc,  9887,1999,05,03,15,00,1999,05,03,15,00,      , , 21.9,Y, 75,Y, 13.0,Y,330.0,Y,1017.5,Y, , ,#
hc,  9887,1999,05,03,18,00,1999,05,03,18,00,      , , 19.9,Y, 82,Y,  0.0,Y,  0.0,Y,1018.0,Y, , ,#
hc,  9887,1999,05,03,21,00,1999,05,03,21,00,      , , 16.5,Y, 95,Y,  7.6,Y, 90.0,Y,1018.9,Y, , ,#
hc,  9887,1999,05,04,00,00,1999,05,04,00,00,      , , 14.5,Y, 99,Y,  7.6,Y, 90.0,Y,1018.4,Y, , ,#
hc,  9887,1999,05,04,03,00,1999,05,04,03,00,      , , 14.9,Y,100,Y,  9.4,Y, 80.0,Y,1018.2,Y, , ,#
hc,  9887,1999,05,04,06,00,1999,05,04,06,00,      , , 14.1,Y,100,Y,  9.4,Y, 80.0,Y,1018.2,Y, , ,#
hc,  9887,1999,05,04,09,00,1999,05,04,09,00,      , , 18.6,Y, 92,Y,  5.4,Y,110.0,Y,1018.6,Y, , ,#
hc,  9887,1999,05,04,12,00,1999,05,04,12,00,      , , 24.3,Y, 60,Y,  9.4,Y,310.0,Y,1017.9,Y, , ,#
hc,  9887,1999,05,04,15,00,1999,05,04,15,00,      , , 24.6,Y, 62,Y, 13.0,Y,290.0,Y,1016.9,Y, , ,#
hc,  9887,1999,05,04,18,00,1999,05,04,18,00,      , , 21.5,Y, 75,Y,  7.6,Y, 20.0,Y,1017.0,Y, , ,#
hc,  9887,1999,05,04,21,00,1999,05,04,21,00,      , , 19.0,Y, 82,Y,  7.6,Y, 70.0,Y,1017.1,Y, , ,#
hc,  9887,1999,05,05,00,00,1999,05,05,00,00,      , , 18.4,Y, 75,Y,  7.6,Y, 40.0,Y,1015.7,Y, , ,#
hc,  9887,1999,05,05,03,00,1999,05,05,03,00,      , , 18.4,Y, 73,Y,  5.4,Y, 40.0,Y,1014.9,Y, , ,#
hc,  9887,1999,05,05,06,00,1999,05,05,06,00,      , , 17.3,Y, 72,Y,  7.6,Y, 20.0,Y,1013.8,Y, , ,#
hc,  9887,1999,05,05,09,00,1999,05,05,09,00,      , , 20.9,Y, 56,Y,  9.4,Y, 10.0,Y,1015.7,Y, , ,#
hc,  9887,1999,05,05,12,00,1999,05,05,12,00,      , , 20.1,Y, 93,Y, 14.8,Y,190.0,Y,1016.4,Y, , ,#
hc,  9887,1999,05,05,15,00,1999,05,05,15,00,   0.2,Y, 19.1,Y, 88,Y, 16.6,Y,150.0,Y,1015.7,Y, , ,#
hc,  9887,1999,05,05,18,00,1999,05,05,18,00,   1.0,Y, 17.1,Y, 97,Y,  9.4,Y,150.0,Y,1016.8,Y, , ,#
hc,  9887,1999,05,05,21,00,1999,05,05,21,00,   4.0,Y, 16.2,Y,100,Y,  3.6,Y,140.0,Y,1017.9,Y, , ,#
hc,  9887,1999,05,06,00,00,1999,05,06,00,00,   2.0,Y, 15.8,Y,100,Y,  5.4,Y,190.0,Y,1016.4,Y, , ,#
hc,  9887,1999,05,06,03,00,1999,05,06,03,00,  12.0,Y, 13.9,Y,100,Y, 14.8,Y,160.0,Y,1017.8,Y, , ,#
hc,  9887,1999,05,06,06,00,1999,05,06,06,00,   2.0,Y, 13.3,Y,100,Y, 18.4,Y,150.0,Y,1018.9,Y, , ,#
hc,  9887,1999,05,06,09,00,1999,05,06,09,00,      , , 13.9,Y, 95,Y,  7.6,Y,130.0,Y,1021.3,Y, , ,#
hc,  9887,1999,05,06,12,00,1999,05,06,12,00,      , , 17.4,Y, 72,Y, 16.6,Y,150.0,Y,1021.3,Y, , ,#
hc,  9887,1999,05,06,15,00,1999,05,06,15,00,      , , 17.3,Y, 67,Y, 14.8,Y,150.0,Y,1021.4,Y, , ,#
hc,  9887,1999,05,06,18,00,1999,05,06,18,00,      , , 16.2,Y, 69,Y, 13.0,Y,140.0,Y,1022.9,Y, , ,#
hc,  9887,1999,05,06,21,00,1999,05,06,21,00,      , , 14.5,Y, 71,Y, 13.0,Y,130.0,Y,1024.5,Y, , ,#
hc,  9887,1999,05,07,00,00,1999,05,07,00,00,      , , 13.7,Y, 59,Y, 18.4,Y,120.0,Y,1025.2,Y, , ,#
hc,  9887,1999,05,07,03,00,1999,05,07,03,00,      , , 13.7,Y, 56,Y, 18.4,Y,130.0,Y,1025.1,Y, , ,#
hc,  9887,1999,05,07,06,00,1999,05,07,06,00,      , , 13.1,Y, 63,Y, 13.0,Y,110.0,Y,1026.6,Y, , ,#
hc,  9887,1999,05,07,09,00,1999,05,07,09,00,      , , 15.9,Y, 57,Y, 16.6,Y,110.0,Y,1028.3,Y, , ,#
hc,  9887,1999,05,07,12,00,1999,05,07,12,00,      , , 19.1,Y, 52,Y, 18.4,Y,100.0,Y,1026.9,Y, , ,#
hc,  9887,1999,05,07,15,00,1999,05,07,15,00,      , , 18.1,Y, 55,Y, 16.6,Y,100.0,Y,1026.2,Y, , ,#
hc,  9887,1999,05,07,18,00,1999,05,07,18,00,      , , 17.5,Y, 56,Y, 22.3,Y,110.0,Y,1026.2,Y, , ,#
hc,  9887,1999,05,07,21,00,1999,05,07,21,00,      , , 17.4,Y, 58,Y, 20.5,Y,100.0,Y,1026.5,Y, , ,#
hc,  9887,1999,05,08,00,00,1999,05,08,00,00,      , , 16.8,Y, 60,Y, 11.2,Y, 80.0,Y,1027.4,Y, , ,#
hc,  9887,1999,05,08,03,00,1999,05,08,03,00,      , , 16.3,Y, 65,Y, 18.4,Y,100.0,Y,1025.4,Y, , ,#
hc,  9887,1999,05,08,06,00,1999,05,08,06,00,      , , 15.6,Y, 68,Y, 18.4,Y,100.0,Y,1024.3,Y, , ,#
hc,  9887,1999,05,08,09,00,1999,05,08,09,00,      , , 16.2,Y, 67,Y, 11.2,Y, 60.0,Y,1026.1,Y, , ,#
hc,  9887,1999,05,08,12,00,1999,05,08,12,00,      , , 17.3,Y, 67,Y,  7.6,Y, 60.0,Y,1024.5,Y, , ,#
hc,  9887,1999,05,08,15,00,1999,05,08,15,00,      , , 18.5,Y, 64,Y, 20.5,Y, 80.0,Y,1021.6,Y, , ,#
hc,  9887,1999,05,08,18,00,1999,05,08,18,00,      , , 18.2,Y, 67,Y,  9.4,Y, 60.0,Y,1022.4,Y, , ,#
hc,  9887,1999,05,08,21,00,1999,05,08,21,00,      , , 17.4,Y, 71,Y, 13.0,Y,100.0,Y,1022.9,Y, , ,#
hc,  9887,1999,05,09,00,00,1999,05,09,00,00,      , , 16.6,Y, 78,Y, 11.2,Y, 80.0,Y,1024.2,Y, , ,#
hc,  9887,1999,05,09,03,00,1999,05,09,03,00,   0.4,Y, 16.3,Y, 80,Y, 13.0,Y, 90.0,Y,1021.9,Y, , ,#
hc,  9887,1999,05,09,06,00,1999,05,09,06,00,      , , 17.6,Y, 71,Y, 13.0,Y, 20.0,Y,1020.7,Y, , ,#
hc,  9887,1999,05,09,09,00,1999,05,09,09,00,      , , 19.7,Y, 64,Y, 11.2,Y, 60.0,Y,1020.9,Y, , ,#
hc,  9887,1999,05,09,12,00,1999,05,09,12,00,      , , 21.6,Y, 55,Y, 18.4,Y, 20.0,Y,1020.1,Y, , ,#
hc,  9887,1999,05,09,15,00,1999,05,09,15,00,   0.2,Y, 22.0,Y, 62,Y, 11.2,Y, 70.0,Y,1017.3,Y, , ,#
hc,  9887,1999,05,09,18,00,1999,05,09,18,00,      , , 21.3,Y, 59,Y, 13.0,Y, 20.0,Y,1018.3,Y, , ,#
hc,  9887,1999,05,09,21,00,1999,05,09,21,00,      , , 20.9,Y, 64,Y, 13.0,Y, 20.0,Y,1018.6,Y, , ,#
hc,  9887,1999,05,10,00,00,1999,05,10,00,00,      , , 19.9,Y, 76,Y, 13.0,Y, 10.0,Y,1017.8,Y, , ,#
hc,  9887,1999,05,10,03,00,1999,05,10,03,00,      , , 19.6,Y, 77,Y, 14.8,Y, 10.0,Y,1017.4,Y, , ,#
hc,  9887,1999,05,10,06,00,1999,05,10,06,00,      , , 19.1,Y, 75,Y,  7.6,Y, 10.0,Y,1017.3,Y, , ,#
hc,  9887,1999,05,10,09,00,1999,05,10,09,00,   0.8,Y, 19.7,Y, 96,Y,  7.6,Y, 20.0,Y,1018.1,Y, , ,#
hc,  9887,1999,05,10,12,00,1999,05,10,12,00,      , , 23.1,Y, 77,Y, 13.0,Y,330.0,Y,1017.3,Y, , ,#
hc,  9887,1999,05,10,15,00,1999,05,10,15,00,   0.6,Y, 19.9,Y, 82,Y, 13.0,Y,180.0,Y,1016.7,Y, , ,#
hc,  9887,1999,05,10,18,00,1999,05,10,18,00,      , , 18.0,Y, 83,Y,  9.4,Y,140.0,Y,1018.0,Y, , ,#
hc,  9887,1999,05,10,21,00,1999,05,10,21,00,      , , 17.5,Y, 84,Y, 11.2,Y,140.0,Y,1019.5,Y, , ,#
hc,  9887,1999,05,11,00,00,1999,05,11,00,00,      , , 15.0,Y, 92,Y,  9.4,Y,150.0,Y,1020.2,Y, , ,#
hc,  9887,1999,05,11,03,00,1999,05,11,03,00,      , , 13.5,Y, 97,Y,  3.6,Y,140.0,Y,1020.7,Y, , ,#
hc,  9887,1999,05,11,06,00,1999,05,11,06,00,      , , 12.9,Y, 98,Y,  7.6,Y,160.0,Y,1021.4,Y, , ,#
hc,  9887,1999,05,11,09,00,1999,05,11,09,00,      , , 16.8,Y, 87,Y,  7.6,Y,120.0,Y,1022.4,Y, , ,#
hc,  9887,1999,05,11,12,00,1999,05,11,12,00,      , , 21.6,Y, 60,Y, 13.0,Y,110.0,Y,1020.8,Y, , ,#
hc,  9887,1999,05,11,15,00,1999,05,11,15,00,      , , 22.2,Y, 48,Y,  9.4,Y,100.0,Y,1019.2,Y, , ,#
hc,  9887,1999,05,11,18,00,1999,05,11,18,00,      , , 18.0,Y, 67,Y, 11.2,Y,140.0,Y,1019.5,Y, , ,#
hc,  9887,1999,05,11,21,00,1999,05,11,21,00,      , , 15.5,Y, 76,Y,  7.6,Y,130.0,Y,1020.3,Y, , ,#
hc,  9887,1999,05,12,00,00,1999,05,12,00,00,      , , 14.3,Y, 75,Y,  9.4,Y,120.0,Y,1019.9,Y, , ,#
hc,  9887,1999,05,12,03,00,1999,05,12,03,00,      , , 14.8,Y, 72,Y, 14.8,Y,100.0,Y,1018.4,Y, , ,#
hc,  9887,1999,05,12,06,00,1999,05,12,06,00,      , , 14.6,Y, 74,Y, 18.4,Y,100.0,Y,1017.8,Y, , ,#
hc,  9887,1999,05,12,09,00,1999,05,12,09,00,      , , 15.3,Y, 75,Y, 13.0,Y,110.0,Y,1018.2,Y, , ,#
hc,  9887,1999,05,12,12,00,1999,05,12,12,00,      , , 17.2,Y, 71,Y, 13.0,Y, 90.0,Y,1016.9,Y, , ,#
hc,  9887,1999,05,12,15,00,1999,05,12,15,00,   0.2,Y, 15.8,Y, 90,Y, 11.2,Y,110.0,Y,1014.1,Y, , ,#
hc,  9887,1999,05,12,18,00,1999,05,12,18,00,   0.4,Y, 15.3,Y, 94,Y,  9.4,Y,140.0,Y,1014.5,Y, , ,#
hc,  9887,1999,05,12,21,00,1999,05,12,21,00,      , , 15.1,Y, 94,Y,  7.6,Y,160.0,Y,1014.7,Y, , ,#
hc,  9887,1999,05,13,00,00,1999,05,13,00,00,   1.0,Y, 14.3,Y, 99,Y,  7.6,Y, 90.0,Y,1013.1,Y, , ,#
hc,  9887,1999,05,13,03,00,1999,05,13,03,00,   0.2,Y, 14.5,Y,100,Y,  5.4,Y,140.0,Y,1011.0,Y, , ,#
hc,  9887,1999,05,13,06,00,1999,05,13,06,00,      , , 14.3,Y,100,Y,  5.4,Y,140.0,Y,1010.3,Y, , ,#
hc,  9887,1999,05,13,09,00,1999,05,13,09,00,   0.4,Y, 16.0,Y, 98,Y, 13.0,Y,100.0,Y,1009.8,Y, , ,#
hc,  9887,1999,05,13,12,00,1999,05,13,12,00,   0.8,Y, 17.8,Y, 92,Y,  9.4,Y, 90.0,Y,1008.1,Y, , ,#
hc,  9887,1999,05,13,15,00,1999,05,13,15,00,      , , 20.1,Y, 83,Y,  7.6,Y, 90.0,Y,1005.5,Y, , ,#
hc,  9887,1999,05,13,18,00,1999,05,13,18,00,      , , 18.5,Y, 91,Y,  5.4,Y, 70.0,Y,1006.1,Y, , ,#
hc,  9887,1999,05,13,21,00,1999,05,13,21,00,      , , 16.6,Y, 99,Y, 11.2,Y, 90.0,Y,1006.4,Y, , ,#
hc,  9887,1999,05,14,00,00,1999,05,14,00,00,      , , 16.5,Y, 97,Y,  9.4,Y,120.0,Y,1005.4,Y, , ,#
hc,  9887,1999,05,14,03,00,1999,05,14,03,00,      , , 14.6,Y, 99,Y,  5.4,Y,110.0,Y,1004.5,Y, , ,#
hc,  9887,1999,05,14,06,00,1999,05,14,06,00,      , , 13.4,Y,100,Y,  9.4,Y, 90.0,Y,1004.4,Y, , ,#
hc,  9887,1999,05,14,09,00,1999,05,14,09,00,      , , 17.2,Y, 95,Y, 11.2,Y, 90.0,Y,1005.8,Y, , ,#
hc,  9887,1999,05,14,12,00,1999,05,14,12,00,      , , 21.9,Y, 75,Y,  7.6,Y,340.0,Y,1005.0,Y, , ,#
hc,  9887,1999,05,14,18,00,1999,05,14,18,00,      , , 18.3,Y, 95,Y,  9.4,Y, 10.0,Y,1006.3,Y, , ,#
hc,  9887,1999,05,14,21,00,1999,05,14,21,00,   0.6,Y, 17.4,Y,100,Y,  3.6,Y,110.0,Y,1007.7,Y, , ,#
hc,  9887,1999,05,15,00,00,1999,05,15,00,00,      , , 18.8,Y, 75,Y, 16.6,Y,290.0,Y,1007.9,Y, , ,#
hc,  9887,1999,05,15,03,00,1999,05,15,03,00,      , , 18.3,Y, 64,Y, 13.0,Y,310.0,Y,1007.7,Y, , ,#
hc,  9887,1999,05,15,06,00,1999,05,15,06,00,   0.4,Y, 17.6,Y, 74,Y, 11.2,Y,320.0,Y,1008.0,Y, , ,#
hc,  9887,1999,05,15,09,00,1999,05,15,09,00,      , , 19.6,Y, 62,Y, 20.5,Y,310.0,Y,1009.9,Y, , ,#
hc,  9887,1999,05,15,12,00,1999,05,15,12,00,      , , 22.5,Y, 53,Y, 24.1,Y,330.0,Y,1009.4,Y, , ,#
hc,  9887,1999,05,15,15,00,1999,05,15,15,00,      , , 22.2,Y, 53,Y, 24.1,Y,320.0,Y,1009.1,Y, , ,#
hc,  9887,1999,05,15,18,00,1999,05,15,18,00,      , , 19.9,Y, 59,Y, 20.5,Y,330.0,Y,1009.6,Y, , ,#
hc,  9887,1999,05,15,21,00,1999,05,15,21,00,      , , 19.0,Y, 78,Y, 22.3,Y,290.0,Y,1010.8,Y, , ,#
hc,  9887,1999,05,16,00,00,1999,05,16,00,00,      , , 18.6,Y, 76,Y, 18.4,Y,300.0,Y,1011.3,Y, , ,#
hc,  9887,1999,05,16,03,00,1999,05,16,03,00,      , , 18.7,Y, 78,Y, 14.8,Y,280.0,Y,1011.4,Y, , ,#
hc,  9887,1999,05,16,06,00,1999,05,16,06,00,      , , 19.5,Y, 67,Y, 20.5,Y,290.0,Y,1011.8,Y, , ,#
hc,  9887,1999,05,16,09,00,1999,05,16,09,00,      , , 20.0,Y, 67,Y, 16.6,Y,280.0,Y,1013.7,Y, , ,#
hc,  9887,1999,05,16,12,00,1999,05,16,12,00,      , , 21.7,Y, 60,Y, 18.4,Y,270.0,Y,1013.8,Y, , ,#
hc,  9887,1999,05,16,15,00,1999,05,16,15,00,      , , 21.8,Y, 58,Y, 16.6,Y,260.0,Y,1013.5,Y, , ,#
hc,  9887,1999,05,16,18,00,1999,05,16,18,00,      , , 18.6,Y, 71,Y,  9.4,Y,240.0,Y,1014.4,Y, , ,#
hc,  9887,1999,05,16,21,00,1999,05,16,21,00,      , , 17.7,Y, 72,Y,  7.6,Y,240.0,Y,1015.7,Y, , ,#
hc,  9887,1999,05,17,00,00,1999,05,17,00,00,      , , 15.1,Y, 89,Y,  1.8,Y, 60.0,Y,1016.2,Y, , ,#
hc,  9887,1999,05,17,03,00,1999,05,17,03,00,      , , 13.5,Y, 93,Y,  7.6,Y, 50.0,Y,1016.0,Y, , ,#
hc,  9887,1999,05,17,06,00,1999,05,17,06,00,      , , 13.2,Y, 95,Y,  5.4,Y, 50.0,Y,1016.7,Y, , ,#
hc,  9887,1999,05,17,09,00,1999,05,17,09,00,      , , 18.0,Y, 79,Y,  7.6,Y, 60.0,Y,1017.9,Y, , ,#
hc,  9887,1999,05,17,12,00,1999,05,17,12,00,      , , 21.9,Y, 62,Y,  5.4,Y, 50.0,Y,1017.2,Y, , ,#
hc,  9887,1999,05,17,15,00,1999,05,17,15,00,      , , 22.4,Y, 64,Y, 13.0,Y,310.0,Y,1015.9,Y, , ,#
hc,  9887,1999,05,17,21,00,1999,05,17,21,00,      , , 14.2,Y, 95,Y,  7.6,Y,100.0,Y,1016.4,Y, , ,#
hc,  9887,1999,05,18,00,00,1999,05,18,00,00,      , , 13.4,Y, 96,Y,  9.4,Y, 80.0,Y,1015.2,Y, , ,#
hc,  9887,1999,05,18,03,00,1999,05,18,03,00,      , , 13.5,Y, 94,Y,  7.6,Y, 70.0,Y,1013.9,Y, , ,#
hc,  9887,1999,05,18,06,00,1999,05,18,06,00,      , , 12.2,Y, 92,Y,  9.4,Y, 70.0,Y,1012.5,Y, , ,#
hc,  9887,1999,05,18,09,00,1999,05,18,09,00,      , , 18.1,Y, 72,Y,  9.4,Y, 50.0,Y,1012.9,Y, , ,#
hc,  9887,1999,05,18,12,00,1999,05,18,12,00,      , , 22.3,Y, 62,Y, 20.5,Y,350.0,Y,1011.3,Y, , ,#
hc,  9887,1999,05,18,15,00,1999,05,18,15,00,      , , 22.4,Y, 71,Y, 20.5,Y,350.0,Y,1009.3,Y, , ,#
hc,  9887,1999,05,18,18,00,1999,05,18,18,00,      , , 22.4,Y, 73,Y, 27.7,Y,320.0,Y,1009.3,Y, , ,#
